"","date","state","cases"
"2608",2020-12-02,"Arkansas",161521
"2609",2020-12-03,"Arkansas",164310
"2610",2020-12-04,"Arkansas",167137
"2611",2020-12-05,"Arkansas",169382
"2612",2020-12-06,"Arkansas",170924
"2613",2020-12-07,"Arkansas",172042
"2614",2020-12-08,"Arkansas",174325
"2615",2020-12-09,"Arkansas",176652
"2616",2020-12-10,"Arkansas",178854
"2617",2020-12-11,"Arkansas",181624
"2618",2020-12-12,"Arkansas",184252
"2619",2020-12-13,"Arkansas",185702
"2620",2020-12-14,"Arkansas",187057
"2621",2020-12-15,"Arkansas",189198
"2622",2020-12-16,"Arkansas",191504
"2623",2020-12-17,"Arkansas",194543
"2624",2020-12-18,"Arkansas",197421
"2625",2020-12-19,"Arkansas",200114
"2626",2020-12-20,"Arkansas",201650
"2627",2020-12-21,"Arkansas",203107
"2628",2020-12-22,"Arkansas",205048
"2629",2020-12-23,"Arkansas",207941
"2630",2020-12-24,"Arkansas",211145
"2631",2020-12-25,"Arkansas",213267
"2632",2020-12-26,"Arkansas",213969
"2633",2020-12-27,"Arkansas",214877
"2634",2020-12-28,"Arkansas",216528
"2635",2020-12-29,"Arkansas",219246
"2636",2020-12-30,"Arkansas",222430
"2637",2020-12-31,"Arkansas",225138
"2638",2021-01-01,"Arkansas",229442
"2639",2021-01-02,"Arkansas",231442
"2640",2021-01-03,"Arkansas",233475
"2641",2021-01-04,"Arkansas",234781
"2642",2021-01-05,"Arkansas",238888
"2643",2021-01-06,"Arkansas",242593
"2644",2021-01-07,"Arkansas",245916
"2645",2021-01-08,"Arkansas",248860
"2646",2021-01-09,"Arkansas",251746
"2647",2021-01-10,"Arkansas",255076
"2648",2021-01-11,"Arkansas",256344
"2649",2021-01-12,"Arkansas",259553
"2650",2021-01-13,"Arkansas",262020
"2651",2021-01-14,"Arkansas",264511
"2652",2021-01-15,"Arkansas",267635
"2653",2021-01-16,"Arkansas",270178
"2654",2021-01-17,"Arkansas",271154
"2655",2021-01-18,"Arkansas",272263
"2656",2021-01-19,"Arkansas",273594
"2657",2021-01-20,"Arkansas",276114
"2658",2021-01-21,"Arkansas",279220
"2659",2021-01-22,"Arkansas",281382
"2660",2021-01-23,"Arkansas",282995
"2661",2021-01-24,"Arkansas",284066
"2662",2021-01-25,"Arkansas",284702
"2663",2021-01-26,"Arkansas",287187
"2664",2021-01-27,"Arkansas",288964
"2665",2021-01-28,"Arkansas",290856
"2666",2021-01-29,"Arkansas",292563
"2667",2021-01-30,"Arkansas",294387
"2668",2021-01-31,"Arkansas",295268
"2669",2021-02-01,"Arkansas",296494
"2670",2021-02-02,"Arkansas",298004
"2671",2021-02-03,"Arkansas",300430
"2672",2021-02-04,"Arkansas",302899
"2673",2021-02-05,"Arkansas",304723
"2674",2021-02-06,"Arkansas",306064
"2675",2021-02-07,"Arkansas",306736
"2676",2021-02-08,"Arkansas",307373
"2677",2021-02-09,"Arkansas",308848
"2678",2021-02-10,"Arkansas",309940
"2679",2021-02-11,"Arkansas",311043
"2680",2021-02-12,"Arkansas",311608
"2681",2021-02-13,"Arkansas",312562
"2682",2021-02-14,"Arkansas",313028
"2683",2021-02-15,"Arkansas",313348
"2684",2021-02-16,"Arkansas",313525
"2685",2021-02-17,"Arkansas",314192
"2686",2021-02-18,"Arkansas",314445
"2687",2021-02-19,"Arkansas",314713
"2688",2021-02-20,"Arkansas",315230
"2689",2021-02-21,"Arkansas",315514
"2690",2021-02-22,"Arkansas",315759
"2691",2021-02-23,"Arkansas",316593
"2692",2021-02-24,"Arkansas",317396
"2693",2021-02-25,"Arkansas",318122
"2694",2021-02-26,"Arkansas",318638
"2695",2021-02-27,"Arkansas",319195
"2696",2021-02-28,"Arkansas",322415
"2697",2021-03-01,"Arkansas",322509
"2698",2021-03-02,"Arkansas",322949
"2699",2021-03-03,"Arkansas",323353
"2700",2021-03-04,"Arkansas",323756
"2701",2021-03-05,"Arkansas",324326
"2702",2021-03-06,"Arkansas",324653
"2703",2021-03-07,"Arkansas",324818
"2704",2021-03-08,"Arkansas",324951
"2705",2021-03-09,"Arkansas",325383
"2706",2021-03-10,"Arkansas",325700
"2707",2021-03-11,"Arkansas",326040
"2708",2021-03-12,"Arkansas",326499
"2709",2021-03-13,"Arkansas",326813
"2710",2021-03-14,"Arkansas",326943
"2711",2021-03-15,"Arkansas",327060
"2712",2021-03-16,"Arkansas",327456
"2713",2021-03-17,"Arkansas",327781
"2714",2021-03-18,"Arkansas",328045
"2715",2021-03-19,"Arkansas",328273
"2716",2021-03-20,"Arkansas",328547
"2717",2021-03-21,"Arkansas",328655
"2718",2021-03-22,"Arkansas",328707
"2719",2021-03-23,"Arkansas",328946
"2720",2021-03-24,"Arkansas",329177
"2721",2021-03-25,"Arkansas",329511
"2722",2021-03-26,"Arkansas",329695
"2723",2021-03-27,"Arkansas",329860
"2724",2021-03-28,"Arkansas",329929
"2725",2021-03-29,"Arkansas",330008
"2726",2021-03-30,"Arkansas",330186
"2727",2021-03-31,"Arkansas",330398
"2728",2021-04-01,"Arkansas",330609
"2729",2021-04-02,"Arkansas",330753
"2730",2021-04-03,"Arkansas",330970
"2731",2021-04-04,"Arkansas",331054
"2732",2021-04-05,"Arkansas",331098
"2733",2021-04-06,"Arkansas",331261
"2734",2021-04-07,"Arkansas",331505
"2735",2021-04-08,"Arkansas",331704
"2736",2021-04-09,"Arkansas",331882
"2737",2021-04-10,"Arkansas",332053
"2738",2021-04-11,"Arkansas",332153
"2739",2021-04-12,"Arkansas",332222
"2740",2021-04-13,"Arkansas",332446
"2741",2021-04-14,"Arkansas",332666
"2742",2021-04-15,"Arkansas",332949
"2743",2021-04-16,"Arkansas",333186
"2744",2021-04-17,"Arkansas",333407
"2745",2021-04-18,"Arkansas",333452
"2746",2021-04-19,"Arkansas",333511
"2747",2021-04-20,"Arkansas",333709
"2748",2021-04-21,"Arkansas",334061
"2749",2021-04-22,"Arkansas",334222
"2750",2021-04-23,"Arkansas",334458
"2751",2021-04-24,"Arkansas",334642
"2752",2021-04-25,"Arkansas",334706
"2753",2021-04-26,"Arkansas",334769
"2754",2021-04-27,"Arkansas",334998
"2755",2021-04-28,"Arkansas",335289
"2756",2021-04-29,"Arkansas",335529
"2757",2021-04-30,"Arkansas",335725
"2758",2021-05-01,"Arkansas",335968
"2759",2021-05-02,"Arkansas",336105
"2760",2021-05-03,"Arkansas",336166
"2761",2021-05-04,"Arkansas",336462
"2762",2021-05-05,"Arkansas",336760
"2763",2021-05-06,"Arkansas",336948
"2764",2021-05-07,"Arkansas",337170
"2765",2021-05-08,"Arkansas",337415
"2766",2021-05-09,"Arkansas",337510
"2767",2021-05-10,"Arkansas",337586
"2768",2021-05-11,"Arkansas",337819
"2769",2021-05-12,"Arkansas",338043
"2770",2021-05-13,"Arkansas",338235
"2771",2021-05-14,"Arkansas",338485
"2772",2021-05-15,"Arkansas",338687
"2773",2021-05-16,"Arkansas",338782
"2774",2021-05-17,"Arkansas",338849
"2775",2021-05-18,"Arkansas",339162
"2776",2021-05-19,"Arkansas",339406
"2777",2021-05-20,"Arkansas",339662
"2778",2021-05-21,"Arkansas",339863
"2779",2021-05-22,"Arkansas",340040
"2780",2021-05-23,"Arkansas",340137
"2781",2021-05-24,"Arkansas",340186
"2782",2021-05-25,"Arkansas",340515
"2783",2021-05-26,"Arkansas",340698
"2784",2021-05-27,"Arkansas",340916
"2785",2021-05-28,"Arkansas",341130
"2786",2021-05-29,"Arkansas",341290
"2787",2021-05-30,"Arkansas",341351
"2788",2021-05-31,"Arkansas",341381
"2789",2021-06-01,"Arkansas",341450
"2790",2021-06-02,"Arkansas",341692
"2791",2021-06-03,"Arkansas",341889
"2792",2021-06-04,"Arkansas",342142
"2793",2021-06-05,"Arkansas",342345
"2794",2021-06-06,"Arkansas",342433
"2795",2021-06-07,"Arkansas",342495
"2796",2021-06-08,"Arkansas",342726
"2797",2021-06-09,"Arkansas",342927
"2798",2021-06-10,"Arkansas",343216
"2799",2021-06-11,"Arkansas",343609
"2800",2021-06-12,"Arkansas",343873
"2801",2021-06-13,"Arkansas",343964
"2802",2021-06-14,"Arkansas",344067
"2803",2021-06-15,"Arkansas",344369
"2804",2021-06-16,"Arkansas",344657
"2805",2021-06-17,"Arkansas",344945
"2806",2021-06-18,"Arkansas",345221
"2807",2021-06-19,"Arkansas",345472
"2808",2021-06-20,"Arkansas",345605
"2809",2021-06-21,"Arkansas",345695
"2810",2021-06-22,"Arkansas",346180
"2811",2021-06-23,"Arkansas",346569
"2812",2021-06-24,"Arkansas",346952
"2813",2021-06-25,"Arkansas",347254
"2814",2021-06-26,"Arkansas",347254
"2815",2021-06-27,"Arkansas",347254
"2816",2021-06-28,"Arkansas",348220
"2817",2021-06-29,"Arkansas",348699
"2818",2021-06-30,"Arkansas",349385
"2819",2021-07-01,"Arkansas",350085
"2820",2021-07-02,"Arkansas",350579
"2821",2021-07-03,"Arkansas",350579
"2822",2021-07-04,"Arkansas",350579
"2823",2021-07-05,"Arkansas",351825
"2824",2021-07-06,"Arkansas",352095
"2825",2021-07-07,"Arkansas",353095
"2826",2021-07-08,"Arkansas",354305
"2827",2021-07-09,"Arkansas",355460
"2828",2021-07-10,"Arkansas",355460
"2829",2021-07-11,"Arkansas",355460
"2830",2021-07-12,"Arkansas",357473
"2831",2021-07-13,"Arkansas",358949
"2832",2021-07-14,"Arkansas",360258
"2833",2021-07-15,"Arkansas",361238
"2834",2021-07-16,"Arkansas",362580
"2835",2021-07-17,"Arkansas",362580
"2836",2021-07-18,"Arkansas",362580
"2837",2021-07-19,"Arkansas",365132
"2838",2021-07-20,"Arkansas",367007
"2839",2021-07-21,"Arkansas",368466
"2840",2021-07-22,"Arkansas",370326
"2841",2021-07-23,"Arkansas",372313
"2842",2021-07-24,"Arkansas",374328
"2843",2021-07-25,"Arkansas",375350
"2844",2021-07-26,"Arkansas",375971
"2845",2021-07-27,"Arkansas",378023
"2846",2021-07-28,"Arkansas",379726
"2847",2021-07-29,"Arkansas",382569
"2848",2021-07-30,"Arkansas",385113
"2849",2021-07-31,"Arkansas",386452
"2850",2021-08-01,"Arkansas",388436
"2851",2021-08-02,"Arkansas",389280
"2852",2021-08-03,"Arkansas",391623
"2853",2021-08-04,"Arkansas",394461
"2854",2021-08-05,"Arkansas",397238
"2855",2021-08-06,"Arkansas",400275
"2856",2021-08-07,"Arkansas",402908
"2857",2021-08-08,"Arkansas",404277
"2858",2021-08-09,"Arkansas",405272
"2859",2021-08-10,"Arkansas",407892
"2860",2021-08-11,"Arkansas",410832
"2861",2021-08-12,"Arkansas",413150
"2862",2021-08-13,"Arkansas",416173
"2863",2021-08-14,"Arkansas",418290
"2864",2021-08-15,"Arkansas",419807
"2865",2021-08-16,"Arkansas",420663
"2866",2020-01-22,"California",0
"2867",2020-01-23,"California",0
"2868",2020-01-24,"California",0
"2869",2020-01-25,"California",0
"2870",2020-01-26,"California",2
"2871",2020-01-27,"California",2
"2872",2020-01-28,"California",2
"2873",2020-01-29,"California",2
"2874",2020-01-30,"California",2
"2875",2020-01-31,"California",3
"2876",2020-02-01,"California",3
"2877",2020-02-02,"California",3
"2878",2020-02-03,"California",6
"2879",2020-02-04,"California",6
"2880",2020-02-05,"California",6
"2881",2020-02-06,"California",6
"2882",2020-02-07,"California",6
"2883",2020-02-08,"California",6
"2884",2020-02-09,"California",6
"2885",2020-02-10,"California",6
"2886",2020-02-11,"California",7
"2887",2020-02-12,"California",7
"2888",2020-02-13,"California",8
"2889",2020-02-14,"California",8
"2890",2020-02-15,"California",8
"2891",2020-02-16,"California",8
"2892",2020-02-17,"California",8
"2893",2020-02-18,"California",8
"2894",2020-02-19,"California",8
"2895",2020-02-20,"California",8
"2896",2020-02-21,"California",10
"2897",2020-02-22,"California",10
"2898",2020-02-23,"California",10
"2899",2020-02-24,"California",10
"2900",2020-02-25,"California",10
"2901",2020-02-26,"California",10
"2902",2020-02-27,"California",11
"2903",2020-02-28,"California",11
"2904",2020-02-29,"California",12
"2905",2020-03-01,"California",12
"2906",2020-03-02,"California",21
"2907",2020-03-03,"California",25
"2908",2020-03-04,"California",35
"2909",2020-03-05,"California",51
"2910",2020-03-06,"California",59
"2911",2020-03-07,"California",81
"2912",2020-03-08,"California",95
"2913",2020-03-09,"California",101
"2914",2020-03-10,"California",144
"2915",2020-03-11,"California",178
"2916",2020-03-12,"California",221
"2917",2020-03-13,"California",281
"2918",2020-03-14,"California",372
"2919",2020-03-15,"California",373
"2920",2020-03-16,"California",557
"2921",2020-03-17,"California",700
"2922",2020-03-18,"California",831
"2923",2020-03-19,"California",1009
"2924",2020-03-20,"California",1243
"2925",2020-03-21,"California",1412
"2926",2020-03-22,"California",1651
"2927",2020-03-23,"California",2113
"2928",2020-03-24,"California",2542
"2929",2020-03-25,"California",3009
"2930",2020-03-26,"California",3910
"2931",2020-03-27,"California",4679
"2932",2020-03-28,"California",5110
"2933",2020-03-29,"California",5863
"2934",2020-03-30,"California",7155
"2935",2020-03-31,"California",8233
"2936",2020-04-01,"California",9431
"2937",2020-04-02,"California",10809
"2938",2020-04-03,"California",12044
"2939",2020-04-04,"California",12839
"2940",2020-04-05,"California",15035
"2941",2020-04-06,"California",16041
"2942",2020-04-07,"California",17369
"2943",2020-04-08,"California",18934
"2944",2020-04-09,"California",19745
"2945",2020-04-10,"California",21120
"2946",2020-04-11,"California",21720
"2947",2020-04-12,"California",22810
"2948",2020-04-13,"California",23959
"2949",2020-04-14,"California",25460
"2950",2020-04-15,"California",26719
"2951",2020-04-16,"California",27687
"2952",2020-04-17,"California",29470
"2953",2020-04-18,"California",30805
"2954",2020-04-19,"California",31660
"2955",2020-04-20,"California",33946
"2956",2020-04-21,"California",35793
"2957",2020-04-22,"California",37739
"2958",2020-04-23,"California",39946
"2959",2020-04-24,"California",41803
"2960",2020-04-25,"California",42771
"2961",2020-04-26,"California",43888
"2962",2020-04-27,"California",45387
"2963",2020-04-28,"California",46714
"2964",2020-04-29,"California",49310
"2965",2020-04-30,"California",50712
"2966",2020-05-01,"California",52536
"2967",2020-05-02,"California",53833
"2968",2020-05-03,"California",55323
"2969",2020-05-04,"California",56419
"2970",2020-05-05,"California",59039
"2971",2020-05-06,"California",61245
"2972",2020-05-07,"California",62869
"2973",2020-05-08,"California",64564
"2974",2020-05-09,"California",67285
"2975",2020-05-10,"California",68231
"2976",2020-05-11,"California",70039
"2977",2020-05-12,"California",71770
"2978",2020-05-13,"California",73603
"2979",2020-05-14,"California",75580
"2980",2020-05-15,"California",77427
"2981",2020-05-16,"California",79471
"2982",2020-05-17,"California",80809
"2983",2020-05-18,"California",82320
"2984",2020-05-19,"California",84635
"2985",2020-05-20,"California",86839
"2986",2020-05-21,"California",88951
"2987",2020-05-22,"California",91239
"2988",2020-05-23,"California",93404
"2989",2020-05-24,"California",94818
"2990",2020-05-25,"California",97152
"2991",2020-05-26,"California",100312
"2992",2020-05-27,"California",102035
"2993",2020-05-28,"California",104893
"2994",2020-05-29,"California",107723
"2995",2020-05-30,"California",110937
"2996",2020-05-31,"California",112919
"2997",2020-06-01,"California",115688
"2998",2020-06-02,"California",118292
"2999",2020-06-03,"California",120583
"3000",2020-06-04,"California",123516
"3001",2020-06-05,"California",127034
"3002",2020-06-06,"California",129748
"3003",2020-06-07,"California",131811
"3004",2020-06-08,"California",135114
"3005",2020-06-09,"California",138188
"3006",2020-06-10,"California",141313
"3007",2020-06-11,"California",145086
"3008",2020-06-12,"California",148434
"3009",2020-06-13,"California",151901
"3010",2020-06-14,"California",154061
"3011",2020-06-15,"California",157620
"3012",2020-06-16,"California",161149
"3013",2020-06-17,"California",165425
"3014",2020-06-18,"California",170343
"3015",2020-06-19,"California",174428
"3016",2020-06-20,"California",178876
"3017",2020-06-21,"California",182137
"3018",2020-06-22,"California",188948
"3019",2020-06-23,"California",196541
"3020",2020-06-24,"California",201863
"3021",2020-06-25,"California",207480
"3022",2020-06-26,"California",213752
"3023",2020-06-27,"California",217720
"3024",2020-06-28,"California",222821
"3025",2020-06-29,"California",231578
"3026",2020-06-30,"California",239724
"3027",2020-07-01,"California",247317
"3028",2020-07-02,"California",255494
"3029",2020-07-03,"California",259664
"3030",2020-07-04,"California",261909
"3031",2020-07-05,"California",273416
"3032",2020-07-06,"California",279891
"3033",2020-07-07,"California",292859
"3034",2020-07-08,"California",301140
"3035",2020-07-09,"California",310753
"3036",2020-07-10,"California",319276
"3037",2020-07-11,"California",326299
"3038",2020-07-12,"California",331786
"3039",2020-07-13,"California",340931
"3040",2020-07-14,"California",353610
"3041",2020-07-15,"California",362293
"3042",2020-07-16,"California",372098
"3043",2020-07-17,"California",381075
"3044",2020-07-18,"California",388450
"3045",2020-07-19,"California",394389
"3046",2020-07-20,"California",405371
"3047",2020-07-21,"California",416450
"3048",2020-07-22,"California",428241
"3049",2020-07-23,"California",437338
"3050",2020-07-24,"California",446585
"3051",2020-07-25,"California",452831
"3052",2020-07-26,"California",458288
"3053",2020-07-27,"California",464577
"3054",2020-07-28,"California",477355
"3055",2020-07-29,"California",491537
"3056",2020-07-30,"California",499519
"3057",2020-07-31,"California",507206
"3058",2020-08-01,"California",513078
"3059",2020-08-02,"California",518282
"3060",2020-08-03,"California",522847
"3061",2020-08-04,"California",532850
"3062",2020-08-05,"California",537165
"3063",2020-08-06,"California",547639
"3064",2020-08-07,"California",553552
"3065",2020-08-08,"California",560936
"3066",2020-08-09,"California",566043
"3067",2020-08-10,"California",579653
"3068",2020-08-11,"California",585315
"3069",2020-08-12,"California",596862
"3070",2020-08-13,"California",602811
"3071",2020-08-14,"California",617459
"3072",2020-08-15,"California",622431
"3073",2020-08-16,"California",627796
"3074",2020-08-17,"California",633339
"3075",2020-08-18,"California",641991
"3076",2020-08-19,"California",651034
"3077",2020-08-20,"California",656039
"3078",2020-08-21,"California",662673
"3079",2020-08-22,"California",667844
"3080",2020-08-23,"California",672608
"3081",2020-08-24,"California",678638
"3082",2020-08-25,"California",684221
"3083",2020-08-26,"California",689783
"3084",2020-08-27,"California",694617
"3085",2020-08-28,"California",699912
"3086",2020-08-29,"California",704311
"3087",2020-08-30,"California",708033
"3088",2020-08-31,"California",714572
"3089",2020-09-01,"California",717815
"3090",2020-09-02,"California",723371
"3091",2020-09-03,"California",728355
"3092",2020-09-04,"California",733034
"3093",2020-09-05,"California",737632
"3094",2020-09-06,"California",740883
"3095",2020-09-07,"California",743002
"3096",2020-09-08,"California",746375
"3097",2020-09-09,"California",749453
"3098",2020-09-10,"California",752958
"3099",2020-09-11,"California",756997
"3100",2020-09-12,"California",760938
"3101",2020-09-13,"California",763711
"3102",2020-09-14,"California",767310
"3103",2020-09-15,"California",770342
"3104",2020-09-16,"California",773866
"3105",2020-09-17,"California",777545
"3106",2020-09-18,"California",782010
"3107",2020-09-19,"California",785766
"3108",2020-09-20,"California",788552
"3109",2020-09-21,"California",792524
"3110",2020-09-22,"California",795593
"3111",2020-09-23,"California",799100
"3112",2020-09-24,"California",802438
"3113",2020-09-25,"California",806606
"3114",2020-09-26,"California",810373
"3115",2020-09-27,"California",812649
"3116",2020-09-28,"California",815576
"3117",2020-09-29,"California",818727
"3118",2020-09-30,"California",822246
"3119",2020-10-01,"California",825397
"3120",2020-10-02,"California",829328
"3121",2020-10-03,"California",832666
"3122",2020-10-04,"California",835627
"3123",2020-10-05,"California",838511
"3124",2020-10-06,"California",841372
"3125",2020-10-07,"California",845181
"3126",2020-10-08,"California",848654
"3127",2020-10-09,"California",852535
"3128",2020-10-10,"California",855787
"3129",2020-10-11,"California",858460
"3130",2020-10-12,"California",861269
"3131",2020-10-13,"California",864779
"3132",2020-10-14,"California",868727
"3133",2020-10-15,"California",871801
"3134",2020-10-16,"California",875002
"3135",2020-10-17,"California",877459
"3136",2020-10-18,"California",879455
"3137",2020-10-19,"California",883478
"3138",2020-10-20,"California",887581
"3139",2020-10-21,"California",890889
"3140",2020-10-22,"California",897337
"3141",2020-10-23,"California",902941
"3142",2020-10-24,"California",907637
"3143",2020-10-25,"California",910475
"3144",2020-10-26,"California",914421
"3145",2020-10-27,"California",918894
"3146",2020-10-28,"California",923355
"3147",2020-10-29,"California",927754
"3148",2020-10-30,"California",932233
"3149",2020-10-31,"California",936325
"3150",2020-11-01,"California",940200
"3151",2020-11-02,"California",945821
"3152",2020-11-03,"California",950944
"3153",2020-11-04,"California",956520
"3154",2020-11-05,"California",963049
"3155",2020-11-06,"California",969497
"3156",2020-11-07,"California",974535
"3157",2020-11-08,"California",980738
"3158",2020-11-09,"California",987844
"3159",2020-11-10,"California",996453
"3160",2020-11-11,"California",1001880
"3161",2020-11-12,"California",1011951
"3162",2020-11-13,"California",1021804
"3163",2020-11-14,"California",1030034
"3164",2020-11-15,"California",1038776
"3165",2020-11-16,"California",1050688
"3166",2020-11-17,"California",1062095
"3167",2020-11-18,"California",1074204
"3168",2020-11-19,"California",1088201
"3169",2020-11-20,"California",1101494
"3170",2020-11-21,"California",1115122
"3171",2020-11-22,"California",1123987
"3172",2020-11-23,"California",1141930
"3173",2020-11-24,"California",1159318
"3174",2020-11-25,"California",1173797
"3175",2020-11-26,"California",1181614
"3176",2020-11-27,"California",1198409
"3177",2020-11-28,"California",1212263
"3178",2020-11-29,"California",1226219
"3179",2020-11-30,"California",1244952
"3180",2020-12-01,"California",1262927
"3181",2020-12-02,"California",1282173
"3182",2020-12-03,"California",1305611
"3183",2020-12-04,"California",1330683
"3184",2020-12-05,"California",1356263
"3185",2020-12-06,"California",1383556
"3186",2020-12-07,"California",1412484
"3187",2020-12-08,"California",1440537
"3188",2020-12-09,"California",1473446
"3189",2020-12-10,"California",1509057
"3190",2020-12-11,"California",1546199
"3191",2020-12-12,"California",1575719
"3192",2020-12-13,"California",1607328
"3193",2020-12-14,"California",1632907
"3194",2020-12-15,"California",1675929
"3195",2020-12-16,"California",1738097
"3196",2020-12-17,"California",1784859
"3197",2020-12-18,"California",1833771
"3198",2020-12-19,"California",1869881
"3199",2020-12-20,"California",1909406
"3200",2020-12-21,"California",1954347
"3201",2020-12-22,"California",1990644
"3202",2020-12-23,"California",2035301
"3203",2020-12-24,"California",2068468
"3204",2020-12-25,"California",2085231
"3205",2020-12-26,"California",2144654
"3206",2020-12-27,"California",2178934
"3207",2020-12-28,"California",2222669
"3208",2020-12-29,"California",2258759
"3209",2020-12-30,"California",2291414
"3210",2020-12-31,"California",2325599
"3211",2021-01-01,"California",2365024
"3212",2021-01-02,"California",2415246
"3213",2021-01-03,"California",2452262
"3214",2021-01-04,"California",2490518
"3215",2021-01-05,"California",2529480
"3216",2021-01-06,"California",2567843
"3217",2021-01-07,"California",2609088
"3218",2021-01-08,"California",2653925
"3219",2021-01-09,"California",2704483
"3220",2021-01-10,"California",2744008
"3221",2021-01-11,"California",2784716
"3222",2021-01-12,"California",2832085
"3223",2021-01-13,"California",2870104
"3224",2021-01-14,"California",2910044
"3225",2021-01-15,"California",2948054
"3226",2021-01-16,"California",2983149
"3227",2021-01-17,"California",3014428
"3228",2021-01-18,"California",3043005
"3229",2021-01-19,"California",3078551
"3230",2021-01-20,"California",3097632
"3231",2021-01-21,"California",3122705
"3232",2021-01-22,"California",3147207
"3233",2021-01-23,"California",3168028
"3234",2021-01-24,"California",3187475
"3235",2021-01-25,"California",3213222
"3236",2021-01-26,"California",3235045
"3237",2021-01-27,"California",3251292
"3238",2021-01-28,"California",3273905
"3239",2021-01-29,"California",3293531
"3240",2021-01-30,"California",3310949
"3241",2021-01-31,"California",3324264
"3242",2021-02-01,"California",3342647
"3243",2021-02-02,"California",3355781
"3244",2021-02-03,"California",3368281
"3245",2021-02-04,"California",3382932
"3246",2021-02-05,"California",3399745
"3247",2021-02-06,"California",3408241
"3248",2021-02-07,"California",3417982
"3249",2021-02-08,"California",3432088
"3250",2021-02-09,"California",3442672
"3251",2021-02-10,"California",3451176
"3252",2021-02-11,"California",3461753
"3253",2021-02-12,"California",3471311
"3254",2021-02-13,"California",3480228
"3255",2021-02-14,"California",3485841
"3256",2021-02-15,"California",3491392
"3257",2021-02-16,"California",3499871
"3258",2021-02-17,"California",3506402
"3259",2021-02-18,"California",3512396
"3260",2021-02-19,"California",3521225
"3261",2021-02-20,"California",3527338
"3262",2021-02-21,"California",3531846
"3263",2021-02-22,"California",3536946
"3264",2021-02-23,"California",3543340
"3265",2021-02-24,"California",3549090
"3266",2021-02-25,"California",3554629
"3267",2021-02-26,"California",3559682
"3268",2021-02-27,"California",3564094
"3269",2021-02-28,"California",3567582
"3270",2021-03-01,"California",3573549
"3271",2021-03-02,"California",3577966
"3272",2021-03-03,"California",3582320
"3273",2021-03-04,"California",3587567
"3274",2021-03-05,"California",3592560
"3275",2021-03-06,"California",3596760
"3276",2021-03-07,"California",3599311
"3277",2021-03-08,"California",3602445
"3278",2021-03-09,"California",3607891
"3279",2021-03-10,"California",3611295
"3280",2021-03-11,"California",3614852
"3281",2021-03-12,"California",3618976
"3282",2021-03-13,"California",3620890
"3283",2021-03-14,"California",3623063
"3284",2021-03-15,"California",3626027
"3285",2021-03-16,"California",3628300
"3286",2021-03-17,"California",3631572
"3287",2021-03-18,"California",3635179
"3288",2021-03-19,"California",3638212
"3289",2021-03-20,"California",3640524
"3290",2021-03-21,"California",3641876
"3291",2021-03-22,"California",3645303
"3292",2021-03-23,"California",3647808
"3293",2021-03-24,"California",3650638
"3294",2021-03-25,"California",3653168
"3295",2021-03-26,"California",3656610
"3296",2021-03-27,"California",3658714
"3297",2021-03-28,"California",3660713
"3298",2021-03-29,"California",3663913
"3299",2021-03-30,"California",3666266
"3300",2021-03-31,"California",3668745
"3301",2021-04-01,"California",3671349
"3302",2021-04-02,"California",3675191
"3303",2021-04-03,"California",3676183
"3304",2021-04-04,"California",3676873
"3305",2021-04-05,"California",3682861
"3306",2021-04-06,"California",3685045
"3307",2021-04-07,"California",3687493
"3308",2021-04-08,"California",3690031
"3309",2021-04-09,"California",3693674
"3310",2021-04-10,"California",3696980
"3311",2021-04-11,"California",3700471
"3312",2021-04-12,"California",3704070
"3313",2021-04-13,"California",3706629
"3314",2021-04-14,"California",3708716
"3315",2021-04-15,"California",3711723
"3316",2021-04-16,"California",3714587
"3317",2021-04-17,"California",3716579
"3318",2021-04-18,"California",3718210
"3319",2021-04-19,"California",3720901
"3320",2021-04-20,"California",3723446
"3321",2021-04-21,"California",3725088
"3322",2021-04-22,"California",3727913
"3323",2021-04-23,"California",3729116
"3324",2021-04-24,"California",3731145
"3325",2021-04-25,"California",3731770
"3326",2021-04-26,"California",3734562
"3327",2021-04-27,"California",3736745
"3328",2021-04-28,"California",3738327
"3329",2021-04-29,"California",3740038
"3330",2021-04-30,"California",3742115
"3331",2021-05-01,"California",3743681
"3332",2021-05-02,"California",3744937
"3333",2021-05-03,"California",3747337
"3334",2021-05-04,"California",3749580
"3335",2021-05-05,"California",3750644
"3336",2021-05-06,"California",3753173
"3337",2021-05-07,"California",3755869
"3338",2021-05-08,"California",3757115
"3339",2021-05-09,"California",3758137
"3340",2021-05-10,"California",3760303
"3341",2021-05-11,"California",3761779
"3342",2021-05-12,"California",3763281
"3343",2021-05-13,"California",3764405
"3344",2021-05-14,"California",3767052
"3345",2021-05-15,"California",3768087
"3346",2021-05-16,"California",3768805
"3347",2021-05-17,"California",3769827
"3348",2021-05-18,"California",3771240
"3349",2021-05-19,"California",3772702
"3350",2021-05-20,"California",3774494
"3351",2021-05-21,"California",3775619
"3352",2021-05-22,"California",3776346
"3353",2021-05-23,"California",3777077
"3354",2021-05-24,"California",3778555
"3355",2021-05-25,"California",3779998
"3356",2021-05-26,"California",3781120
"3357",2021-05-27,"California",3786459
"3358",2021-05-28,"California",3787911
"3359",2021-05-29,"California",3788713
"3360",2021-05-30,"California",3789227
